epoch	loss	output_1_f1_score	output_1_loss	output_2_f1_score	output_2_loss	val_loss	val_output_1_f1_score	val_output_1_loss	val_output_2_f1_score	val_output_2_loss
15	0.06506095826625824	0.9758040308952332	0.03960418328642845	0.9761824607849121	0.025311540812253952	0.05634865537285805	0.9793750047683716	0.03365352749824524	0.979687511920929	0.022549623623490334
16	0.06191559508442879	0.9768986701965332	0.03743289038538933	0.9774391651153564	0.024336956441402435	0.05374807491898537	0.9790624976158142	0.031852975487709045	0.9786875247955322	0.02174915000796318
17	0.05897056311368942	0.977810800075531	0.03574454411864281	0.9785946011543274	0.023079847916960716	0.05079307779669762	0.9804375171661377	0.031129058450460434	0.9819375276565552	0.019517628476023674
18	0.0558352917432785	0.9785270094871521	0.033611781895160675	0.9795405268669128	0.022076882421970367	0.049435053020715714	0.9805625081062317	0.03040636144578457	0.9815000295639038	0.01888185180723667
19	0.05281578376889229	0.9797365069389343	0.031990595161914825	0.9805878400802612	0.020678116008639336	0.04972279071807861	0.9810624718666077	0.03026103600859642	0.9821875095367432	0.019314439967274666
20	0.04959405958652496	0.9806216359138489	0.02934514544904232	0.9808446168899536	0.020101381465792656	0.04677002131938934	0.9819999933242798	0.028784165158867836	0.9833750128746033	0.01783810928463936
21	0.04867423325777054	0.9811418652534485	0.029068488627672195	0.9816080927848816	0.019457757472991943	0.04659881070256233	0.9826874732971191	0.028301643207669258	0.9823125004768372	0.018148981034755707
22	0.046733155846595764	0.98185133934021	0.027873093262314796	0.9825338125228882	0.018711641430854797	0.04624699428677559	0.9829999804496765	0.028103739023208618	0.9835625290870667	0.017994612455368042
23	0.044272053986787796	0.9825810790061951	0.026293586939573288	0.9827905297279358	0.017829611897468567	0.04579553008079529	0.9831874966621399	0.0279099028557539	0.9832500219345093	0.017736539244651794
24	0.0420573428273201	0.9832634925842285	0.024731939658522606	0.9837702512741089	0.017176050692796707	0.04712842404842377	0.9825624823570251	0.028623204678297043	0.9826874732971191	0.018355658277869225
25	0.04009232297539711	0.9843851327896118	0.02346387319266796	0.9843175411224365	0.016478661447763443	0.045479223132133484	0.9837499856948853	0.028044654056429863	0.9836875200271606	0.017284540459513664
26	0.039201486855745316	0.9838919043540955	0.023157423362135887	0.9844797253608704	0.01589382067322731	0.045181408524513245	0.9833124876022339	0.02762826718389988	0.9833750128746033	0.01740266941487789
27	0.03711069002747536	0.984749972820282	0.021453937515616417	0.9850067496299744	0.015506022609770298	0.04662627354264259	0.984000027179718	0.028138110414147377	0.9836249947547913	0.018337195739150047
28	0.03627839311957359	0.9851486682891846	0.02109973132610321	0.9852702617645264	0.015027457848191261	0.048942286521196365	0.9826250076293945	0.029879195615649223	0.9823125004768372	0.018911628052592278
29	0.03457244858145714	0.9860000014305115	0.019810520112514496	0.9854391813278198	0.014610229060053825	0.04386308416724205	0.9843124747276306	0.026935551315546036	0.9840624928474426	0.01677561365067959
